"CODIGO";"ID FABRICANTE";"CATEGORIA";"DETALLE";"IMAGEN";"IVA";"STOCK";"GARANTIA";"MONEDA";"PRECIO";"PRECIO FINAL";"COTIZACION DOLAR";"PRECIO PESOS SIN IVA";"PRECIO PESOS CON IVA";"ATRIBUTOS";"PRECIO USD CON UTILIDAD";"PRECIO PESOS CON UTILIDAD";"CATEGORIA_USUARIO";"UTILIDAD";"DETALLE_USUARIO";"PESO";"ALTO";"ANCHO";"LARGO";"";"IMPUESTO_INTERNO"
"104510";"F 3000";"ACCESORIOS";"FLUX PASTERMAX MAX 3000 EN GEL";"https://static.nb.com.ar/i/nb_FLUX-PASTERMAX-MAX-3000-EN-GEL_export_14a5c6cfba2e1392ec711534e2a1509c.jpeg";"21.0%";"20";"6 meses";"U$S";"2.3";"2.78";"1375";"3158.53";"3821.82";"PRESENTACION: Jeringa de 10cc en caja.
APARIENCIA: Gel transparente, amarillo a ámbar claro.";"2.78";"3821.81";"";"";"FLUX PASTERMAX MAX 3000 EN GEL";"80";"150";"30";"80";"";"0"
"104510";"F 3000";"ACCESORIOS";"FLUX PASTERMAX MAX 3000 EN GEL";"https://static.nb.com.ar/i/nb_FLUX-PASTERMAX-MAX-3000-EN-GEL_export_630caf2cfb600d379720ce53dc06982d.jpeg";"21.0%";"20";"6 meses";"U$S";"2.3";"2.78";"1375";"3158.53";"3821.82";"PRESENTACION: Jeringa de 10cc en caja.
APARIENCIA: Gel transparente, amarillo a ámbar claro.";"2.78";"3821.81";"";"";"FLUX PASTERMAX MAX 3000 EN GEL";"80";"150";"30";"80";"";"0"
"104935";"23647";"ACCESORIOS";"ACCESORIOS BASE AURICULARES TRUST GXT 265 CINTAR RGB";"https://static.nb.com.ar/i/nb_ACCESORIOS-BASE-AURICULARES-TRUST-GXT-265-CINTAR-RGB_export_9aa21a53281c1ba04ba5addcad773562.png";"21.0%";"20";"12 meses";"U$S";"19.72";"23.86";"1375";"27116.38";"32810.81";"Power switch:no
Cable length main cable: 150 cm
Number of USB ports:2
USB version:2.0
Lights:yes
Compatible Device Types:laptop, pc
Compatible Consoles:no
Peso del producto (neto): 425 gPeso del producto (:425 g";"23.86";"32810.81";"";"";"ACCESORIOS BASE AURICULARES TRUST GXT 265 CINTAR RGB";"500";"140";"260";"140";"";"0"
"7557";"-";"ACCESORIOS";"ACCESORIOS SFX FICHA HDMI A DVI";"https://static.nb.com.ar/i/nb_ACCESORIOS-SFX-FICHA-HDMI-A-DVI_export_cf9fe8902fa5f652d66f4ee9d1b2ee89.jpeg";"21.0%";"20";"12 meses";"U$S";"5.64";"6.83";"1375";"7757.67";"9386.78";"Modelo:HDMI a DVI
Conector de entrada:HDMI
Conector de salida:DVI";"6.83";"9386.78";"";"";"ACCESORIOS SFX FICHA HDMI A DVI";"500";"140";"243";"140";"";"0"
"119975";"25584";"ACCESORIOS";"PILAS AA RECARGABLES USB-C TRUST X2";"https://static.nb.com.ar/i/nb_PILAS-AA-RECARGABLES-USB-C-TRUST-X2_export_27a06eb8e736e8349d16e1265a219378.png";"21.0%";"20";"12 meses";"U$S";"9.26";"11.2";"1375";"12732.23";"15405.99";"System Requirements:Cable USB-C Cargador de 5 W o puerto USB
 Input power:2.4W
Package Contents:2 pilas AA
 Total output power (max): A, W:400mW";"11.2";"15406";"";"";"PILAS AA RECARGABLES USB-C TRUST X2";"500";"140";"243";"140";"";"0"
"119975";"25584";"ACCESORIOS";"PILAS AA RECARGABLES USB-C TRUST X2";"https://static.nb.com.ar/i/nb_PILAS-AA-RECARGABLES-USB-C-TRUST-X2_export_9707bece8405b38c2b0ca344c9778612.png";"21.0%";"20";"12 meses";"U$S";"9.26";"11.2";"1375";"12732.23";"15405.99";"System Requirements:Cable USB-C Cargador de 5 W o puerto USB
 Input power:2.4W
Package Contents:2 pilas AA
 Total output power (max): A, W:400mW";"11.2";"15406";"";"";"PILAS AA RECARGABLES USB-C TRUST X2";"500";"140";"243";"140";"";"0"
"119976";"25585";"ACCESORIOS";"PILAS AAA RECARGABLES USB-C TRUST X2";"https://static.nb.com.ar/i/nb_PILAS-AAA-RECARGABLES-USB-C-TRUST-X2_export_17cc07d42b4c3e9ed39e2a846dc9d622.png";"21.0%";"20";"12 meses";"U$S";"7.19";"8.7";"1375";"9885.98";"11962.03";"Input power:1.2
Package Contents:2 pilas AAA
Total output power (max): A, W:400mW
System Requirements:Cable USB-C Cargador de 5 W o puerto USB";"8.7";"11962.03";"";"";"PILAS AAA RECARGABLES USB-C TRUST X2";"500";"140";"243";"140";"";"0"
"102393";"CPU G60 GRIS";"ACCESORIOS";"GRASA SILICONADA  PASTERMAX PARA CPU G60 (GRIS) PASTA TERMICA";"https://static.nb.com.ar/i/nb_GRASA-SILICONADA--PASTERMAX-PARA-CPU-G60-(GRIS)-PASTA-TERMICA_export_e181dc42479b07630704d262a9911623.jpeg";"21.0%";"20";"6 meses";"U$S";"1.96";"2.37";"1375";"2698.73";"3265.46";"Marca:PASTERMAX
Color:Plateado
Código universal de producto:841163042656
Es adhesivo:No
Largo:10 cm
Modelo:G60
SKU:PASTERC60
Unidades por envase:1";"2.37";"3265.46";"";"";"GRASA SILICONADA  PASTERMAX PARA CPU G60 (GRIS) PASTA TERMICA";"80";"150";"70";"80";"";"0"
"120103";"31250023400";"ACCESORIOS";"BASE NOTEBOOK GENIUS G-STAND M250 IRON GREY";"https://static.nb.com.ar/i/nb_BASE-NOTEBOOK-GENIUS-G-STAND-M250-IRON-GREY_export_9117e8e90bc8a2cf6bc1bf3d9a90fcdb.jpg";"21.0%";"20";"12 meses";"U$S";"10.98";"13.29";"1375";"15097.5";"18267.98";"Modelo:G-Stand M250
Tipo de soporte:Ajustable
Es vertical:No
Marca:Genius
Es antideslizante:Sí";"13.29";"18267.98";"";"";"BASE NOTEBOOK GENIUS G-STAND M250 IRON GREY";"500";"140";"243";"140";"";"0"
"120103";"31250023400";"ACCESORIOS";"BASE NOTEBOOK GENIUS G-STAND M250 IRON GREY";"https://static.nb.com.ar/i/nb_BASE-NOTEBOOK-GENIUS-G-STAND-M250-IRON-GREY_export_5eab15eb5e46edc9280954d0fd4d31bf.jpg";"21.0%";"20";"12 meses";"U$S";"10.98";"13.29";"1375";"15097.5";"18267.98";"Modelo:G-Stand M250
Tipo de soporte:Ajustable
Es vertical:No
Marca:Genius
Es antideslizante:Sí";"13.29";"18267.98";"";"";"BASE NOTEBOOK GENIUS G-STAND M250 IRON GREY";"500";"140";"243";"140";"";"0"
"120103";"31250023400";"ACCESORIOS";"BASE NOTEBOOK GENIUS G-STAND M250 IRON GREY";"https://static.nb.com.ar/i/nb_BASE-NOTEBOOK-GENIUS-G-STAND-M250-IRON-GREY_export_72a4422985e567153b43087f2ee5c262.jpg";"21.0%";"20";"12 meses";"U$S";"10.98";"13.29";"1375";"15097.5";"18267.98";"Modelo:G-Stand M250
Tipo de soporte:Ajustable
Es vertical:No
Marca:Genius
Es antideslizante:Sí";"13.29";"18267.98";"";"";"BASE NOTEBOOK GENIUS G-STAND M250 IRON GREY";"500";"140";"243";"140";"";"0"
"119203";"25246";"ACCESORIOS";"ACCESORIOS TRUST FUNDA LISBOA BLACK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-FUNDA-LISBOA-BLACK-16_export_f904ac0e65c08cba0902154219ae4a6f.png";"10.5%";"20";"12 meses";"U$S";"19.05";"21.05";"1375";"26189.9";"28939.84";"General: Type of bag carry bag
Información extra:Número de referencia 25246 Código EAN 8713439252460";"21.05";"28939.85";"";"";"ACCESORIOS TRUST FUNDA LISBOA BLACK 16";"500";"140";"243";"140";"";"0"
"119202";"24449";"ACCESORIOS";"ACCESORIOS TRUST MALETIN BOLOGNA NOTEBOOK 16 ECO RED";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MALETIN-BOLOGNA-NOTEBOOK-16-ECO-RED_export_5e8c8d603bdc619fd2e957dd69dfde98.png";"10.5%";"20";"12 meses";"U$S";"10.43";"11.52";"1375";"14339.05";"15844.65";"General: Type of bag carry bag Number of compartments 2
Size & Weight:Laptop Compartment Size (inch) 16 ""
Interior:Laptop Compartment Depth (mm) 38 mm
Protection:Type of case softcase Waterproof No Shock absorption Yes Hardened bottom No
Compatibility:Max. laptop size 16 "" Max. weight 2.5 kg Compatible Device Types laptop
Exterior:Fabric type polyester";"11.52";"15844.65";"";"";"ACCESORIOS TRUST MALETIN BOLOGNA NOTEBOOK 16 ECO RED";"500";"140";"243";"140";"";"0"
"119205";"25243";"ACCESORIOS";"ACCESORIOS TRUST MOCHILA LISBOA GREEN BACKPACK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOCHILA-LISBOA-GREEN-BACKPACK-16_export_28d6ff7259d825db8af9f3703fb158ca.png";"10.5%";"20";"12 meses";"U$S";"29.94";"33.08";"1375";"41167.5";"45490.09";"Sustainability:Plastic material POM, RPET Polyester, RPET twill polyester,
General:Type of bag backpack Number of compartments 3
Size & Weight:Volume 23 L
Exterior: Fabric type polyester
Compatibility:Max. laptop size 16 "" Compatible Device Types laptop";"33.08";"45490.09";"";"";"ACCESORIOS TRUST MOCHILA LISBOA GREEN BACKPACK 16";"500";"140";"243";"140";"";"0"
"119975";"25584";"ACCESORIOS";"PILAS AA RECARGABLES USB-C TRUST X2";"https://static.nb.com.ar/i/nb_PILAS-AA-RECARGABLES-USB-C-TRUST-X2_export_90aca2b380b4ee0624d769de0d66a2a3.png";"21.0%";"20";"12 meses";"U$S";"9.26";"11.2";"1375";"12732.23";"15405.99";"System Requirements:Cable USB-C Cargador de 5 W o puerto USB
 Input power:2.4W
Package Contents:2 pilas AA
 Total output power (max): A, W:400mW";"11.2";"15406";"";"";"PILAS AA RECARGABLES USB-C TRUST X2";"500";"140";"243";"140";"";"0"
"119976";"25585";"ACCESORIOS";"PILAS AAA RECARGABLES USB-C TRUST X2";"https://static.nb.com.ar/i/nb_PILAS-AAA-RECARGABLES-USB-C-TRUST-X2_export_5817836102fa67de6ee28d3718b87e40.png";"21.0%";"20";"12 meses";"U$S";"7.19";"8.7";"1375";"9885.98";"11962.03";"Input power:1.2
Package Contents:2 pilas AAA
Total output power (max): A, W:400mW
System Requirements:Cable USB-C Cargador de 5 W o puerto USB";"8.7";"11962.03";"";"";"PILAS AAA RECARGABLES USB-C TRUST X2";"500";"140";"243";"140";"";"0"
"119976";"25585";"ACCESORIOS";"PILAS AAA RECARGABLES USB-C TRUST X2";"https://static.nb.com.ar/i/nb_PILAS-AAA-RECARGABLES-USB-C-TRUST-X2_export_e10355eb2c8cb3cc874771f58e12c9ae.png";"21.0%";"20";"12 meses";"U$S";"7.19";"8.7";"1375";"9885.98";"11962.03";"Input power:1.2
Package Contents:2 pilas AAA
Total output power (max): A, W:400mW
System Requirements:Cable USB-C Cargador de 5 W o puerto USB";"8.7";"11962.03";"";"";"PILAS AAA RECARGABLES USB-C TRUST X2";"500";"140";"243";"140";"";"0"
"119952";"25240";"ACCESORIOS";"POWERBANK TRUST LARO 100W LAPTOP";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-LARO-100W-LAPTOP_export_6b58f65c3bf2a6e064b29df97d15166c.png";"21.0%";"4";"12 meses";"U$S";"62.01";"75.04";"1375";"85268.7";"103175.13";"Marca del cargador:Trust
Tipo de cargador:Portátil";"75.04";"103175.13";"";"";"POWERBANK TRUST LARO 100W LAPTOP";"500";"140";"243";"140";"";"0"
"119952";"25240";"ACCESORIOS";"POWERBANK TRUST LARO 100W LAPTOP";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-LARO-100W-LAPTOP_export_4d0863e9a29b7d0f1c660ee1ca63f2b2.png";"21.0%";"4";"12 meses";"U$S";"62.01";"75.04";"1375";"85268.7";"103175.13";"Marca del cargador:Trust
Tipo de cargador:Portátil";"75.04";"103175.13";"";"";"POWERBANK TRUST LARO 100W LAPTOP";"500";"140";"243";"140";"";"0"
"119952";"25240";"ACCESORIOS";"POWERBANK TRUST LARO 100W LAPTOP";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-LARO-100W-LAPTOP_export_a001000926bac34cf1511789d5cc39c4.png";"21.0%";"4";"12 meses";"U$S";"62.01";"75.04";"1375";"85268.7";"103175.13";"Marca del cargador:Trust
Tipo de cargador:Portátil";"75.04";"103175.13";"";"";"POWERBANK TRUST LARO 100W LAPTOP";"500";"140";"243";"140";"";"0"
"119952";"25240";"ACCESORIOS";"POWERBANK TRUST LARO 100W LAPTOP";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-LARO-100W-LAPTOP_export_92962f03b0b3b5072209373af10bdc65.png";"21.0%";"4";"12 meses";"U$S";"62.01";"75.04";"1375";"85268.7";"103175.13";"Marca del cargador:Trust
Tipo de cargador:Portátil";"75.04";"103175.13";"";"";"POWERBANK TRUST LARO 100W LAPTOP";"500";"140";"243";"140";"";"0"
"119810";"PAD";"ACCESORIOS";"PAD TERMICO EN MASA CARBONO PASTERMAX 30GRS";"https://static.nb.com.ar/i/nb_PAD-TERMICO-EN-MASA-CARBONO-PASTERMAX-30GRS_export_81203c3ee115b0d4c77c2a01067972f8.jpg";"21.0%";"17";"6 meses";"U$S";"8.26";"9.99";"1375";"11352.48";"13736.5";"";"9.99";"13736.5";"";"";"PAD TERMICO EN MASA CARBONO PASTERMAX 30GRS";"500";"140";"243";"140";"";"0"
"119810";"PAD";"ACCESORIOS";"PAD TERMICO EN MASA CARBONO PASTERMAX 30GRS";"https://static.nb.com.ar/i/nb_PAD-TERMICO-EN-MASA-CARBONO-PASTERMAX-30GRS_export_057b901a2024f7b811d788ad8030eacf.jpg";"21.0%";"17";"6 meses";"U$S";"8.26";"9.99";"1375";"11352.48";"13736.5";"";"9.99";"13736.5";"";"";"PAD TERMICO EN MASA CARBONO PASTERMAX 30GRS";"500";"140";"243";"140";"";"0"
"119810";"PAD";"ACCESORIOS";"PAD TERMICO EN MASA CARBONO PASTERMAX 30GRS";"https://static.nb.com.ar/i/nb_PAD-TERMICO-EN-MASA-CARBONO-PASTERMAX-30GRS_export_3e43ccfea344cf4b9696590fa499fa66.jpg";"21.0%";"17";"6 meses";"U$S";"8.26";"9.99";"1375";"11352.48";"13736.5";"";"9.99";"13736.5";"";"";"PAD TERMICO EN MASA CARBONO PASTERMAX 30GRS";"500";"140";"243";"140";"";"0"
"118876";"25124";"ACCESORIOS";"ACCESORIOS TRUST MOCHILA LISBOA 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOCHILA-LISBOA-16_export_f28528ebbb2c6ab8793a2acf54547309.png";"10.5%";"20";"12 meses";"U$S";"29.94";"33.08";"1375";"41167.5";"45490.09";"Laptop Compartment Size (inch):16 ""
Type of bag:backpack
 Plastic material:POM, RPET Polyester, RPET twill polyester,
Number of compartments:3
Recycled content %:37 %
 Fabric type:polyester
 Volume:23 L";"33.08";"45490.09";"";"";"ACCESORIOS TRUST MOCHILA LISBOA 16";"800";"300";"460";"160";"";"0"
"118875";"25245";"ACCESORIOS";"ACCESORIOS TRUST MALETIN LISBOA GREEN NOTEBOOK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MALETIN-LISBOA-GREEN-NOTEBOOK-16_export_af83fbde06408dfc980542605c1a68bd.png";"10.5%";"20";"12 meses";"U$S";"19.7";"21.77";"1375";"27093";"29937.77";"Type of bag:carry bag
Recycled content %:40 %
 Volume 21 L Laptop Compartment Size (inch):15.6 ""
Waterproof:yes
 Volume:2.1 L
 Fabric type:polyester
Recycled PET bottles:8";"21.77";"29937.77";"";"";"ACCESORIOS TRUST MALETIN LISBOA GREEN NOTEBOOK 16";"550";"410";"310";"70";"";"0"
"118874";"24980";"ACCESORIOS";"ACCESORIOS TRUST MALETIN LISBOA NOTEBOOK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MALETIN-LISBOA-NOTEBOOK-16_export_c5f969b1dc2434338784c1a4521dc179.png";"10.5%";"20";"12 meses";"U$S";"22.88";"25.29";"1375";"31465.5";"34769.38";"Recycled content %:40 %
Size & Weight:512g 305mm 60mm 400mm
 Volume 21 L Laptop Compartment Size (inch):15.6 ""
 Fabric type:polyester
 Plastic material: POM, RPET Polyester, RPET twill polyester, 
 Volume:21 L";"25.29";"34769.38";"";"";"ACCESORIOS TRUST MALETIN LISBOA NOTEBOOK 16";"500";"140";"243";"140";"";"0"
"118975";"101-1004P04";"ACCESORIOS";"ACCESORIOS BYH MONITOR PORTATIL PARA NOTEBOOK TRIO MAX TRI-SCREEN 2.0 14.1";"https://static.nb.com.ar/i/nb_ACCESORIOS-BYH-MONITOR-PORTATIL-PARA-NOTEBOOK-TRIO-MAX-TRI-SCREEN-2.0-14.1_export_95472ec9be57cc88a5d16146665be95e.jpg";"10.5%";"2";"12 meses";"U$S";"755.44";"834.76";"1375";"1038723.61";"1147789.58";"Marca:MP
Modelo alfanumérico:101-1004P04
Conexiones del monitor del computador:USB-C
Cables incluidos:USB-C/USB-A
Resolución de la pantalla:Full HD
Tamaño de la pantalla:14.1 ""
Tipo de pantalla:IPS
Línea:TRIO
Frecuencia máxima de actualización:60 Hz
Tipo de resolución:Full HD
Frecuencia de actualización recomendada:60 Hz
IMPORTANTE:LA CONEXION POR USB-C REQUIERE USB-C DP CONSULTAR MANUAL DE SU DISPOSITIVO";"834.76";"1147789.58";"";"";"ACCESORIOS BYH MONITOR PORTATIL PARA NOTEBOOK TRIO MAX TRI-SCREEN 2.0 14.1";"500";"140";"243";"140";"";"0"
"118876";"25124";"ACCESORIOS";"ACCESORIOS TRUST MOCHILA LISBOA 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOCHILA-LISBOA-16_export_76731df7e12917a34f110c9f997eff5e.png";"10.5%";"20";"12 meses";"U$S";"29.94";"33.08";"1375";"41167.5";"45490.09";"Laptop Compartment Size (inch):16 ""
Type of bag:backpack
 Plastic material:POM, RPET Polyester, RPET twill polyester,
Number of compartments:3
Recycled content %:37 %
 Fabric type:polyester
 Volume:23 L";"33.08";"45490.09";"";"";"ACCESORIOS TRUST MOCHILA LISBOA 16";"800";"300";"460";"160";"";"0"
"118876";"25124";"ACCESORIOS";"ACCESORIOS TRUST MOCHILA LISBOA 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOCHILA-LISBOA-16_export_c761d653c97f0ca486302b1cef62352e.png";"10.5%";"20";"12 meses";"U$S";"29.94";"33.08";"1375";"41167.5";"45490.09";"Laptop Compartment Size (inch):16 ""
Type of bag:backpack
 Plastic material:POM, RPET Polyester, RPET twill polyester,
Number of compartments:3
Recycled content %:37 %
 Fabric type:polyester
 Volume:23 L";"33.08";"45490.09";"";"";"ACCESORIOS TRUST MOCHILA LISBOA 16";"800";"300";"460";"160";"";"0"
"118874";"24980";"ACCESORIOS";"ACCESORIOS TRUST MALETIN LISBOA NOTEBOOK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MALETIN-LISBOA-NOTEBOOK-16_export_3cd7953a5ac5659cc2ed004a009c0ee8.png";"10.5%";"20";"12 meses";"U$S";"22.88";"25.29";"1375";"31465.5";"34769.38";"Recycled content %:40 %
Size & Weight:512g 305mm 60mm 400mm
 Volume 21 L Laptop Compartment Size (inch):15.6 ""
 Fabric type:polyester
 Plastic material: POM, RPET Polyester, RPET twill polyester, 
 Volume:21 L";"25.29";"34769.38";"";"";"ACCESORIOS TRUST MALETIN LISBOA NOTEBOOK 16";"500";"140";"243";"140";"";"0"
"118874";"24980";"ACCESORIOS";"ACCESORIOS TRUST MALETIN LISBOA NOTEBOOK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MALETIN-LISBOA-NOTEBOOK-16_export_565eef454630352487b27b8a8bab4309.png";"10.5%";"20";"12 meses";"U$S";"22.88";"25.29";"1375";"31465.5";"34769.38";"Recycled content %:40 %
Size & Weight:512g 305mm 60mm 400mm
 Volume 21 L Laptop Compartment Size (inch):15.6 ""
 Fabric type:polyester
 Plastic material: POM, RPET Polyester, RPET twill polyester, 
 Volume:21 L";"25.29";"34769.38";"";"";"ACCESORIOS TRUST MALETIN LISBOA NOTEBOOK 16";"500";"140";"243";"140";"";"0"
"118022";"24393";"ACCESORIOS";"ACCESORIOS TRUST MAKU (ARO DE LUZ) VLOGGING KIT";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MAKU-(ARO-DE-LUZ)-VLOGGING-KIT_export_6d35308d646b29078ce31885c00111ac.jpg";"21.0%";"6";"12 meses";"U$S";"13.65";"16.52";"1375";"18772.6";"22714.85";"Marca:Trust
Código universal de producto:8713439243932
Es recargable:No
Condición del ítem:Nuevo
Modelo:ARO DE LUZ DE 10"" USB
Power source:USB
Adjustability (general):3200k-5600k Light temperature 
 Type of light source: LED
Conector de salida:USB
Tipo de alimentación:USB";"16.52";"22714.85";"";"";"ACCESORIOS TRUST MAKU (ARO DE LUZ) VLOGGING KIT";"700";"340";"50";"270";"";"0"
"118022";"24393";"ACCESORIOS";"ACCESORIOS TRUST MAKU (ARO DE LUZ) VLOGGING KIT";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MAKU-(ARO-DE-LUZ)-VLOGGING-KIT_export_2fc3b523710829855839e5d03e4e4184.jpg";"21.0%";"6";"12 meses";"U$S";"13.65";"16.52";"1375";"18772.6";"22714.85";"Marca:Trust
Código universal de producto:8713439243932
Es recargable:No
Condición del ítem:Nuevo
Modelo:ARO DE LUZ DE 10"" USB
Power source:USB
Adjustability (general):3200k-5600k Light temperature 
 Type of light source: LED
Conector de salida:USB
Tipo de alimentación:USB";"16.52";"22714.85";"";"";"ACCESORIOS TRUST MAKU (ARO DE LUZ) VLOGGING KIT";"700";"340";"50";"270";"";"0"
"118308";"929002532112";"ACCESORIOS";"ACCESORIOS WIZ HUE CABLE 1M 800LM EXTENSION";"https://static.nb.com.ar/i/nb_ACCESORIOS-WIZ-HUE-CABLE-1M-800LM-EXTENSION_export_89c0e4db7f32fa41b7880930ece42709.jpg";"21.0%";"20";"6 meses";"U$S";"9.86";"11.94";"1375";"13564.02";"16412.46";"Marca:Wiz
Incluye fuente de alimentación:Sí
Condición del ítem:Nuevo
Largo:1 m
Modelo:929002532112
Potencia por metro:11 W
Voltaje:110V/220V
Con Wi-Fi:Sí";"11.94";"16412.47";"";"";"ACCESORIOS WIZ HUE CABLE 1M 800LM EXTENSION";"200";"160";"70";"40";"";"0"
"118308";"929002532112";"ACCESORIOS";"ACCESORIOS WIZ HUE CABLE 1M 800LM EXTENSION";"https://static.nb.com.ar/i/nb_ACCESORIOS-WIZ-HUE-CABLE-1M-800LM-EXTENSION_export_c27972ecce68ce45d149418b31e4f05a.jpg";"21.0%";"20";"6 meses";"U$S";"9.86";"11.94";"1375";"13564.02";"16412.46";"Marca:Wiz
Incluye fuente de alimentación:Sí
Condición del ítem:Nuevo
Largo:1 m
Modelo:929002532112
Potencia por metro:11 W
Voltaje:110V/220V
Con Wi-Fi:Sí";"11.94";"16412.47";"";"";"ACCESORIOS WIZ HUE CABLE 1M 800LM EXTENSION";"200";"160";"70";"40";"";"0"
"103174";"CL-O020-PL00SW-A";"ACCESORIOS";"ACCESORIOS THERMALTAKE MEMORY LIGHTING KIT LED MEMORY";"https://static.nb.com.ar/i/nb_ACCESORIOS-THERMALTAKE-MEMORY-LIGHTING-KIT-LED-MEMORY_export_aa79d0b3a37f0f29af4bd98953787dd0.jpg";"21.0%";"2";"12 meses";"U$S";"55.52";"67.18";"1375";"76341.07";"92372.7";"Interface:USB 2.0
Peso:168 g
Marca:Thermaltake
Código universal de producto:818241986201
Modelo:CL-O020-PL00SW-A
SKU:CL-O020-PL00SW-A
UPC:818241986201
Requisitos del sistema:Windows 7 / 8 / 8.1 / 10
Voltaje de alimentación: 5V";"67.18";"92372.69";"";"";"ACCESORIOS THERMALTAKE MEMORY LIGHTING KIT LED MEMORY";"150";"1100";"30";"30";"";"0"
"111356";"PASTERMAX A90";"ACCESORIOS";"GRASA SILICONADA PASTERMAX PARA CPU A90 (GRIS) PASTA TERMICA";"https://static.nb.com.ar/i/nb_GRASA-SILICONADA-PASTERMAX-PARA-CPU-A90-(GRIS)-PASTA-TERMICA_export_0d426d3d47870345f4bbaad433929155.jpg";"21.0%";"20";"6 meses";"U$S";"2.83";"3.42";"1375";"3889";"4705.68";"Marca:Pastermax
Código universal de producto:7798365790041
Modelo:A90 ALUMINIO
Tipo de envase:Jeringa en caja
Formato de venta:Unidad
Peso de la unidad:4 g";"3.42";"4705.69";"";"";"GRASA SILICONADA PASTERMAX PARA CPU A90 (GRIS) PASTA TERMICA";"80";"150";"30";"80";"";"0"
"111356";"PASTERMAX A90";"ACCESORIOS";"GRASA SILICONADA PASTERMAX PARA CPU A90 (GRIS) PASTA TERMICA";"https://static.nb.com.ar/i/nb_GRASA-SILICONADA-PASTERMAX-PARA-CPU-A90-(GRIS)-PASTA-TERMICA_export_c143c118b94aa77d2c3b7a5da9e1e6aa.jpg";"21.0%";"20";"6 meses";"U$S";"2.83";"3.42";"1375";"3889";"4705.68";"Marca:Pastermax
Código universal de producto:7798365790041
Modelo:A90 ALUMINIO
Tipo de envase:Jeringa en caja
Formato de venta:Unidad
Peso de la unidad:4 g";"3.42";"4705.69";"";"";"GRASA SILICONADA PASTERMAX PARA CPU A90 (GRIS) PASTA TERMICA";"80";"150";"30";"80";"";"0"
"103174";"CL-O020-PL00SW-A";"ACCESORIOS";"ACCESORIOS THERMALTAKE MEMORY LIGHTING KIT LED MEMORY";"https://static.nb.com.ar/i/nb_ACCESORIOS-THERMALTAKE-MEMORY-LIGHTING-KIT-LED-MEMORY_export_216aa0fa3c84b767344e10c4ff346730.jpg";"21.0%";"2";"12 meses";"U$S";"55.52";"67.18";"1375";"76341.07";"92372.7";"Interface:USB 2.0
Peso:168 g
Marca:Thermaltake
Código universal de producto:818241986201
Modelo:CL-O020-PL00SW-A
SKU:CL-O020-PL00SW-A
UPC:818241986201
Requisitos del sistema:Windows 7 / 8 / 8.1 / 10
Voltaje de alimentación: 5V";"67.18";"92372.69";"";"";"ACCESORIOS THERMALTAKE MEMORY LIGHTING KIT LED MEMORY";"150";"1100";"30";"30";"";"0"
"116467";"M022-10-000178";"ACCESORIOS";"ACCESORIOS EVGA BRACKET IO INTEL LGA1700 RETENTION KIT";"https://static.nb.com.ar/i/nb_ACCESORIOS-EVGA-BRACKET-IO-INTEL-LGA1700-RETENTION-KIT_export_5ea374cfac7e33e6c933422cce463c18.jpeg";"21.0%";"20";"6 meses";"U$S";"3.79";"4.59";"1375";"5214.83";"6309.94";"Marca:EVGA
Retention :LGA1700";"4.59";"6309.94";"";"";"ACCESORIOS EVGA BRACKET IO INTEL LGA1700 RETENTION KIT";"450";"150";"50";"150";"";"0"
"117731";"9290025248";"ACCESORIOS";"ACCESORIOS WIZ HUE CABLE 2M RGB LEDSTRIP STARKIT TYPE-C";"https://static.nb.com.ar/i/nb_ACCESORIOS-WIZ-HUE-CABLE-2M-RGB-LEDSTRIP-STARKIT-TYPE-C_export_f0f358aba47afe81237280ec64e48a78.jpg";"10.5%";"16";"6 meses";"U$S";"34.49";"38.12";"1375";"47428.76";"52408.77";"Marca:Wiz
Incluye fuente de alimentación:Sí
Condición del ítem:Nuevo
Modelo:929002524812
Potencia por metro:20 W
Embalaje del envío:Caja
Largo:2 m
Voltaje:110V/220V
Con Wi-Fi:Sí";"38.12";"52408.77";"";"";"ACCESORIOS WIZ HUE CABLE 2M RGB LEDSTRIP STARKIT TYPE-C";"500";"140";"243";"140";"";"0"
